,genes,importance
1504,RP13.580F15.2,0.00018206997165246891
1995,ZNF804A,0.0001813258568608523
579,GALNT14,0.000181048447951961
1672,SMAD5.AS1,0.00018087960110818585
1150,POFUT1,0.00018022421887297144
684,HSPA6,0.00017902967437541552
353,CTA.113A6.2,0.00017887148855646358
932,Metazoa_SRP_ENSG00000274514,0.00017883540122851292
1799,TLR2,0.00017882943641247322
263,CD81.AS1,0.00017862258602982056
142,ATP1B1,0.0001785360128054771
1260,RN7SL288P,0.0001778452396036274
60,ADORA2A.AS1,0.0001778150928760942
1676,SMPD3,0.00017772093481471866
